Dataset,Phase,Algo,Points,Queries,Action,BuildTime,UpdateTime,SearchTime,Recall,Precision,QPS,peak_mb,avg_mb,start_mb,end_mb,growth_mb,Threading
mirflickr,1,SHNSW (ef_search: 1000),300000,1000,Build,103.9053,0.0,835.80208,0.9895,0.9895,1196.4555,59664.25,57266.6,52797.79,55086.87,6866.46,True
mirflickr,2,SHNSW (ef_search: 1000),301000,1000,Update,0.0,0.0,835.14285,0.0,0.9861,1197.3999,55086.97,55086.97,55086.87,55086.87,0.1,True
mirflickr,3,SHNSW (ef_search: 1000),500000,1000,Update,0.0,0.0001,831.98261,0.0,0.5991,1201.9482,55086.97,55086.97,55086.87,55086.87,0.1,True
mirflickr,1,Faiss HNSW (efSearch: 64),300000,1000,Build,22.9681,0.0,42.96017,0.9464,0.9464,23277.377,55086.87,55086.87,55086.87,55086.87,0.0,True
mirflickr,2,Faiss HNSW (efSearch: 64),301000,1000,Update,0.0,0.728,38.27977,0.0,0.946,26123.4577,56235.1,55758.41,55086.87,56235.1,1148.23,True
mirflickr,3,Faiss HNSW (efSearch: 64),500000,1000,Update,0.0,14.986,41.96143,0.0,0.9355,23831.4081,56994.22,56978.45,56235.1,56994.22,759.12,True
mirflickr,1,Faiss HNSW (efSearch: 128),300000,1000,Build,22.951,0.0,60.76002,0.964,0.964,16458.1904,56994.22,56994.22,56994.22,56994.22,0.0,True
mirflickr,2,Faiss HNSW (efSearch: 128),301000,1000,Update,0.0,0.7284,59.60274,0.0,0.9636,16777.7529,56235.1,55770.24,55086.87,56235.1,1148.23,True
mirflickr,3,Faiss HNSW (efSearch: 128),500000,1000,Update,0.0,14.9769,64.29839,0.0,0.9481,15552.4886,56994.22,56978.48,56235.1,56994.22,759.12,True
mirflickr,1,Faiss HNSW (efSearch: 256),300000,1000,Build,22.9125,0.0,99.52688,0.972,0.972,10047.5367,56994.22,56994.22,56994.22,56994.22,0.0,True
mirflickr,2,Faiss HNSW (efSearch: 256),301000,1000,Update,0.0,0.7282,97.09263,0.0,0.9718,10299.4431,56235.1,55792.73,55086.87,56235.1,1148.23,True
mirflickr,3,Faiss HNSW (efSearch: 256),500000,1000,Update,0.0,14.9135,102.85592,0.0,0.9636,9722.3377,56994.22,56978.42,56235.1,56994.22,759.12,True
mirflickr,1,Faiss GT,300000,1000,Build,0.2336,0.0,6023.42296,0.9915,0.9915,166.0186,56994.22,56994.22,56994.22,56994.22,0.0,True
mirflickr,2,Faiss GT,301000,1000,Update,0.0,0.6311,5926.14484,0.0,0.9915,168.7438,56235.1,56176.83,55086.87,56235.1,1148.23,True
mirflickr,3,Faiss GT,500000,1000,Update,0.0,0.5351,9945.71114,0.0,0.9893,100.5459,56994.22,56971.98,56235.1,56994.22,759.12,True
mirflickr,1,Scann,300000,1000,Build,18.67,0.0,1105.81589,0.824,0.824,904.3097,57005.54,56995.96,56994.22,57005.33,11.32,True
mirflickr,2,Scann,301000,1000,Update,0.0,0.0001,1106.91619,0.0,0.8213,903.4108,55097.98,55097.98,55097.98,55097.98,0.0,True
mirflickr,3,Scann,500000,1000,Update,0.0,0.0,1109.05528,0.0,0.5128,901.6683,55097.98,55097.98,55097.98,55097.98,0.0,True
mirflickr,1,Falconn (num_tables: 50),300000,1000,Build,3.1138,0.0,1514.50777,0.9621,0.9621,660.2805,55113.08,55111.79,55097.98,55113.07,15.11,True
mirflickr,2,Falconn (num_tables: 50),301000,1000,Update,0.0,0.0001,1512.70103,0.0,0.959,661.0692,55112.58,55112.58,55112.57,55112.58,0.01,True
mirflickr,3,Falconn (num_tables: 50),500000,1000,Update,0.0,0.0,1510.92482,0.0,0.5858,661.8463,55112.58,55112.58,55112.58,55112.58,0.0,True
mirflickr,1,Falconn (num_tables: 100),300000,1000,Build,6.2698,0.0,2672.74094,0.9803,0.9803,374.1477,55112.59,55112.59,55112.58,55112.58,0.01,True
mirflickr,2,Falconn (num_tables: 100),301000,1000,Update,0.0,0.0,2665.25435,0.0,0.9769,375.1987,55112.58,55112.58,55112.58,55112.58,0.0,True
mirflickr,3,Falconn (num_tables: 100),500000,1000,Update,0.0,0.0,2667.78493,0.0,0.5955,374.8428,55112.58,55112.58,55112.58,55112.58,0.0,True
